precinct_key,district_num,area_weight,county,countyfp20
ADAMS,14,0.000000000000,Adams,001
ADAMS,19,1.000000000000,Adams,001
ALLEN,13,0.000000000000,Allen,003
ALLEN,14,0.527770422559,Allen,003
ALLEN,15,0.122659989294,Allen,003
ALLEN,16,0.216711928215,Allen,003
ALLEN,17,0.000000000000,Allen,003
ALLEN,19,0.132857659932,Allen,003
BARTHOLOMEW,41,1.000000000000,Bartholomew,005
BARTHOLOMEW,42,0.000000000000,Bartholomew,005
BARTHOLOMEW,44,0.000000000000,Bartholomew,005
BENTON,5,0.000000000000,Benton,007
BENTON,6,1.000000000000,Benton,007
BENTON,23,0.000000000000,Benton,007
BLACKFORD,17,0.000000000000,Blackford,009
BLACKFORD,19,1.000000000000,Blackford,009
BLACKFORD,26,0.000000000000,Blackford,009
BOONE,7,0.947807389125,Boone,011
BOONE,21,0.000000000000,Boone,011
BOONE,29,0.052192610875,Boone,011
BOONE,30,0.000000000000,Boone,011
BROWN,37,0.000000000000,Brown,013
BROWN,40,0.000000000000,Brown,013
BROWN,41,0.000000000000,Brown,013
BROWN,44,1.000000000000,Brown,013
CARROLL,5,0.000000000000,Carroll,015
CARROLL,7,0.000000000000,Carroll,015
CARROLL,18,0.000000000000,Carroll,015
CARROLL,22,1.000000000000,Carroll,015
CASS,5,0.000000000000,Cass,017
CASS,18,1.000000000000,Cass,017
CASS,22,0.000000000000,Cass,017
CLARK,43,0.000000001271,Clark,019
CLARK,45,0.999999860929,Clark,019
CLARK,47,0.000000137799,Clark,019
CLAY,23,0.000000000000,Clay,021
CLAY,37,0.000000000000,Clay,021
CLAY,38,1.000000000000,Clay,021
CLAY,39,0.000000000000,Clay,021
CLINTON,7,1.000000000000,Clinton,023
CLINTON,18,0.000000000000,Clinton,023
CLINTON,21,0.000000000000,Clinton,023
CLINTON,22,0.000000000000,Clinton,023
CRAWFORD,44,0.000000000000,Crawford,025
CRAWFORD,47,0.000000000000,Crawford,025
CRAWFORD,48,1.000000000000,Crawford,025
DAVIESS,39,1.000000000000,Daviess,027
DAVIESS,48,0.000000000000,Daviess,027
DEKALB,13,0.294883597079,DeKalb,033
DEKALB,14,0.705116402921,DeKalb,033
DEKALB,15,0.000000000000,DeKalb,033
