precinct_key,district_num,area_weight,county,countyfp20
ADAMS,3,1.000000000000,Adams,001
ALLEN,3,1.000000000000,Allen,003
BARTHOLOMEW,6,0.729675496156,Bartholomew,005
BARTHOLOMEW,9,0.270324503844,Bartholomew,005
BENTON,4,1.000000000000,Benton,007
BLACKFORD,3,1.000000000000,Blackford,009
BLACKFORD,5,0.000000000000,Blackford,009
BOONE,4,1.000000000000,Boone,011
BOONE,5,0.000000000000,Boone,011
BOONE,7,0.000000000000,Boone,011
BROWN,4,0.000000000000,Brown,013
BROWN,6,0.000000000000,Brown,013
BROWN,9,1.000000000000,Brown,013
CARROLL,4,1.000000000000,Carroll,015
CARROLL,5,0.000000000000,Carroll,015
CASS,2,0.574267660062,Cass,017
CASS,4,0.425732339938,Cass,017
CASS,5,0.000000000000,Cass,017
CLARK,9,1.000000000000,Clark,019
CLAY,4,0.000000000000,Clay,021
CLAY,8,1.000000000000,Clay,021
CLINTON,4,1.000000000000,Clinton,023
CLINTON,5,0.000000000000,Clinton,023
CRAWFORD,8,1.000000000000,Crawford,025
CRAWFORD,9,0.000000000000,Crawford,025
DAVIESS,8,1.000000000000,Daviess,027
DEKALB,3,1.000000000000,DeKalb,033
DEARBORN,9,1.000000000000,Dearborn,029
DECATUR,6,0.000000000000,Decatur,031
DECATUR,9,1.000000000000,Decatur,031
DELAWARE,3,0.000000000000,Delaware,035
DELAWARE,5,1.000000000000,Delaware,035
DELAWARE,6,0.000000000000,Delaware,035
DUBOIS,8,1.000000000000,Dubois,037
ELKHART,2,1.000000000000,Elkhart,039
ELKHART,3,0.000000000000,Elkhart,039
FAYETTE,6,1.000000000000,Fayette,041
FAYETTE,9,0.000000000000,Fayette,041
FLOYD,9,1.000000000000,Floyd,043
FOUNTAIN,4,0.449689940251,Fountain,045
FOUNTAIN,8,0.550310059749,Fountain,045
FRANKLIN,6,0.000000000000,Franklin,047
FRANKLIN,9,1.000000000000,Franklin,047
FULTON,2,1.000000000000,Fulton,049
GIBSON,8,1.000000000000,Gibson,051
GRANT,2,0.000000000000,Grant,053
GRANT,3,0.000000000000,Grant,053
GRANT,5,1.000000000000,Grant,053
GREENE,8,1.000000000000,Greene,055
GREENE,9,0.000000000000,Greene,055
HAMILTON,4,0.000000000000,Hamilton,057
HAMILTON,5,0.999999996565,Hamilton,057
HAMILTON,6,0.000000003435,Hamilton,057
HAMILTON,7,0.000000000000,Hamilton,057
HANCOCK,5,0.000000000000,Hancock,059
HANCOCK,6,0.999999992332,Hancock,059
HANCOCK,7,0.000000007668,Hancock,059
HARRISON,8,0.000000000139,Harrison,061
HARRISON,9,0.999999999861,Harrison,061
HENDRICKS,4,1.000000000000,Hendricks,063
HENDRICKS,6,0.000000000000,Hendricks,063
HENDRICKS,7,0.000000000000,Hendricks,063
HENRY,5,0.000000002232,Henry,065
HENRY,6,0.999999997768,Henry,065
HOWARD,2,0.000000000000,Howard,067
HOWARD,4,0.038558850913,Howard,067
HOWARD,5,0.961441149087,Howard,067
HUNTINGTON,2,0.000000000000,Huntington,069
HUNTINGTON,3,1.000000000000,Huntington,069
HUNTINGTON,5,0.000000000000,Huntington,069
JACKSON,9,1.000000000000,Jackson,071
JASPER,1,0.000000000000,Jasper,073
JASPER,2,0.000000000000,Jasper,073
JASPER,4,1.000000000000,Jasper,073
JAY,3,1.000000000000,Jay,075
JAY,5,0.000000000000,Jay,075
JEFFERSON,9,1.000000000000,Jefferson,077
JENNINGS,6,0.000000000000,Jennings,079
JENNINGS,9,1.000000000000,Jennings,079
JOHNSON,4,0.000000000000,Johnson,081
JOHNSON,6,1.000000000000,Johnson,081
JOHNSON,9,0.000000000000,Johnson,081
KNOX,8,1.000000000000,Knox,083
KOSCIUSKO,2,0.808350080706,Kosciusko,085
KOSCIUSKO,3,0.191649919294,Kosciusko,085
LAGRANGE,2,0.000000000000,LaGrange,087
