precinct_key,district_num,area_weight,county,countyfp20
ADAMS,79,1.000000000000,Adams,001
ADAMS,85,0.000000000000,Adams,001
ALLEN,18,0.000000000000,Allen,003
ALLEN,50,0.000000000000,Allen,003
ALLEN,52,0.000000000000,Allen,003
ALLEN,79,0.000000000000,Allen,003
ALLEN,80,0.039579538534,Allen,003
ALLEN,81,0.198966880328,Allen,003
ALLEN,82,0.037552998425,Allen,003
ALLEN,83,0.059489597960,Allen,003
ALLEN,84,0.049365147374,Allen,003
ALLEN,85,0.615045837378,Allen,003
BARTHOLOMEW,47,0.000000000000,Bartholomew,005
BARTHOLOMEW,59,0.540845843795,Bartholomew,005
BARTHOLOMEW,62,0.000000000000,Bartholomew,005
BARTHOLOMEW,69,0.050272951964,Bartholomew,005
BARTHOLOMEW,73,0.408881204241,Bartholomew,005
BENTON,13,1.000000000000,Benton,007
BENTON,16,0.000000000000,Benton,007
BLACKFORD,31,0.000000000000,Blackford,009
BLACKFORD,33,1.000000000000,Blackford,009
BLACKFORD,35,0.000000000000,Blackford,009
BLACKFORD,50,0.000000000000,Blackford,009
BLACKFORD,79,0.000000000000,Blackford,009
BOONE,24,0.168084850925,Boone,011
BOONE,25,0.231125346422,Boone,011
BOONE,28,0.170097659625,Boone,011
BOONE,41,0.430692143028,Boone,011
BOONE,86,0.000000000000,Boone,011
BROWN,47,0.000000000000,Brown,013
BROWN,59,0.000000000000,Brown,013
BROWN,60,0.000000000000,Brown,013
BROWN,62,1.000000000000,Brown,013
CARROLL,16,0.000000000000,Carroll,015
CARROLL,23,0.000000000000,Carroll,015
CARROLL,38,1.000000000000,Carroll,015
CARROLL,41,0.000000000000,Carroll,015
CASS,16,0.000000000000,Cass,017
CASS,17,0.000000000000,Cass,017
CASS,23,0.840883053195,Cass,017
CASS,38,0.159116946805,Cass,017
CLARK,66,0.726199519583,Clark,019
CLARK,70,0.174765246034,Clark,019
CLARK,71,0.099026727390,Clark,019
CLARK,72,0.000008506993,Clark,019
CLAY,42,0.399834209473,Clay,021
CLAY,44,0.000000000000,Clay,021
CLAY,45,0.000000000000,Clay,021
CLAY,46,0.600165790527,Clay,021
CLINTON,24,0.000000000000,Clinton,023
CLINTON,38,0.354011725305,Clinton,023
CLINTON,41,0.645988274695,Clinton,023
CRAWFORD,65,0.000000000000,Crawford,025
CRAWFORD,70,0.000000000000,Crawford,025
CRAWFORD,74,1.000000000000,Crawford,025
DAVIESS,45,0.165448051160,Daviess,027
DAVIESS,63,0.834551948840,Daviess,027
DAVIESS,64,0.000000000000,Daviess,027
DAVIESS,75,0.000000000000,Daviess,027
DEKALB,18,0.000000000000,DeKalb,033
DEKALB,51,0.000000000000,DeKalb,033
DEKALB,52,1.000000000000,DeKalb,033
DEKALB,81,0.000000000000,DeKalb,033
DEKALB,85,0.000000000000,DeKalb,033
DEARBORN,55,0.000000000000,Dearborn,029
DEARBORN,67,0.000000000000,Dearborn,029
DEARBORN,68,1.000000000000,Dearborn,029
DECATUR,54,0.000000000000,Decatur,031
DECATUR,55,0.255658620095,Decatur,031
DECATUR,67,0.196099425721,Decatur,031
