district,CVAP_TOT24
1,108629
2,93143
3,97769
4,106570
5,102479
6,103660
7,100417
8,100491
9,97821
10,97018
11,95787
12,88872
13,98740
14,91638
15,102965
16,105091
17,103798
18,99304
19,98795
20,100828
21,108506
22,97319
23,102815
24,103240
25,106408
26,108805
27,104229
28,104898
29,94022
30,96893
31,97064
32,96163
33,90110
34,92505
35,90991
36,93357
37,106465
38,107272
39,101762
40,106373
41,99983
42,104927
43,104002
44,100528
45,105904
46,98956
47,102133
48,105000
49,104201
50,102311
