district,name,total_population,white_vap_pct,black_vap_pct,hispanic_vap_pct,native_vap_pct,asian_vap_pct,pacific_vap_pct,multiracial_vap_pct
38,District 38,52518,94.93,1.0,2.52,0.04,0.22,0.02,0.18
39,District 39,50891,85.98,2.19,4.71,0.02,5.45,0.02,0.12
40,District 40,51542,78.05,9.65,5.57,0.21,3.9,0.01,0.46
41,District 41,47571,90.82,0.92,6.23,0.04,0.64,0.0,0.27
42,District 42,52436,95.44,1.17,1.05,0.06,0.31,0.01,0.22
43,District 43,51815,86.58,6.31,2.54,0.08,1.29,0.1,0.34
44,District 44,53026,92.74,2.55,2.5,0.06,0.43,0.01,0.07
45,District 45,53497,94.91,1.6,1.38,0.04,0.17,0.0,0.13
46,District 46,53153,91.26,3.68,1.93,0.16,1.28,0.02,0.03
47,District 47,52606,94.17,1.94,1.64,0.03,1.21,0.01,0.17
48,District 48,46920,83.74,4.56,7.6,0.07,1.3,0.01,0.29
49,District 49,44289,82.28,1.55,13.02,0.05,0.8,0.11,0.14
50,District 50,52601,95.17,0.7,2.27,0.06,0.24,0.07,0.05
51,District 51,50118,94.71,0.42,2.99,0.03,0.42,0.04,0.35
52,District 52,50912,95.29,0.19,2.45,0.04,0.35,0.0,0.05
53,District 53,55054,92.06,2.81,2.51,0.07,0.73,0.04,0.1
54,District 54,53090,94.69,2.29,1.24,0.06,0.41,0.0,0.08
55,District 55,51953,96.47,0.54,0.84,0.1,0.51,0.0,0.22
56,District 56,50875,90.62,3.98,1.93,0.03,0.45,0.0,0.44
57,District 57,55157,88.83,4.45,3.22,0.03,1.26,0.08,0.25
58,District 58,49968,82.97,4.29,5.13,0.05,5.33,0.0,0.12
59,District 59,46437,88.75,2.25,4.75,0.06,2.69,0.03,0.22
60,District 60,51665,96.23,0.28,0.99,0.01,0.99,0.0,0.04
61,District 61,56763,81.31,5.09,4.8,0.03,5.27,0.0,0.3
62,District 62,53950,91.86,1.78,2.67,0.12,1.97,0.03,0.12
63,District 63,49091,94.69,0.86,2.87,0.09,0.34,0.01,0.11
64,District 64,50694,94.06,1.66,1.35,0.02,0.71,0.04,0.11
65,District 65,53042,95.92,0.74,1.23,0.01,0.5,0.01,0.1
66,District 66,51835,92.97,1.68,2.62,0.0,0.68,0.04,0.27
67,District 67,53078,95.36,0.8,1.57,0.1,0.32,0.01,0.44
68,District 68,52911,96.6,0.23,1.09,0.07,0.27,0.0,0.02
69,District 69,48828,93.52,0.65,3.13,0.02,0.59,0.01,0.15
70,District 70,51985,96.38,0.59,1.38,0.03,0.33,0.0,0.12
71,District 71,52964,79.53,11.29,4.77,0.02,0.92,0.08,0.34
72,District 72,53028,88.78,5.08,2.49,0.0,0.81,0.05,0.23
73,District 73,50758,93.44,0.95,2.8,0.04,0.47,0.02,0.1
74,District 74,52072,94.33,1.01,2.48,0.1,0.25,0.02,0.07
75,District 75,52016,94.49,0.97,1.12,0.2,0.74,0.0,0.12
76,District 76,53150,94.11,1.03,1.69,0.17,0.73,0.02,0.03
77,District 77,50450,77.24,15.67,1.93,0.09,0.46,0.08,0.21
78,District 78,53554,88.13,4.94,2.77,0.01,1.48,0.02,0.06
79,District 79,47832,94.79,0.26,3.01,0.03,0.36,0.07,0.11
80,District 80,43376,48.09,30.72,10.86,0.09,5.56,0.02,0.41
81,District 81,50054,82.63,5.29,3.93,0.03,5.24,0.19,0.43
82,District 82,50968,71.62,14.41,7.97,0.04,2.2,0.07,0.46
83,District 83,51151,87.19,4.1,3.67,0.16,2.06,0.08,0.25
84,District 84,49366,85.35,5.39,3.77,0.02,3.11,0.01,0.1
85,District 85,49663,92.22,2.97,2.61,0.09,0.87,0.0,0.13
86,District 86,51345,70.21,20.42,3.8,0.05,2.32,0.01,0.19
87,District 87,51070,74.37,16.7,4.37,0.02,1.94,0.03,0.31
88,District 88,51202,84.96,7.04,3.17,0.04,2.41,0.11,0.16
89,District 89,44316,63.49,24.33,8.07,0.02,1.25,0.0,0.17
90,District 90,46214,80.97,5.4,4.24,0.03,7.29,0.02,0.21
91,District 91,44976,74.85,11.79,6.53,0.04,3.99,0.01,0.5
92,District 92,43044,60.18,25.78,8.34,0.03,2.04,0.03,0.33
93,District 93,44317,78.37,7.9,4.72,0.22,5.55,0.17,0.37
94,District 94,40777,29.17,55.49,8.15,0.0,1.72,0.04,1.84
95,District 95,44536,41.83,45.06,7.56,0.05,1.43,0.0,0.27
96,District 96,53151,53.24,35.76,4.93,0.1,1.94,0.01,0.41
97,District 97,43939,70.0,14.43,10.51,0.06,1.8,0.06,0.3
98,District 98,45690,27.36,60.93,7.47,0.23,0.42,0.0,0.28
99,District 99,40615,40.97,42.89,11.16,0.06,1.74,0.02,0.52
100,District 100,49612,70.15,17.2,7.07,0.1,0.92,0.04,0.57
